NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
0.14,0.4,0.0,0.04,0.58
0.06,0.3,0.19,0.03,0.58
0.28,0.22,0.0,0.07,0.58
0.28,0.22,0.0,0.07,0.58
0.23,0.16,0.16,0.04,0.58
0.0,0.0,0.54,0.04,0.58
0.33,0.22,0.0,0.03,0.58
0.28,0.22,0.0,0.07,0.58
0.32,0.22,0.0,0.04,0.58
0.42,0.15,0.0,0.01,0.58
0.25,0.0,0.31,0.02,0.58
0.05,0.02,0.5,0.01,0.58
0.53,0.0,0.0,0.04,0.58
0.28,0.22,0.0,0.07,0.58
0.32,0.22,0.0,0.04,0.58
0.0,0.0,0.58,0.0,0.58
0.53,0.0,0.0,0.04,0.58
0.21,0.27,0.0,0.09,0.58
0.24,0.05,0.26,0.03,0.58
0.0,0.0,0.58,0.0,0.58
0.43,0.09,0.0,0.06,0.58
0.27,0.11,0.14,0.06,0.58
0.36,0.1,0.06,0.06,0.58
0.32,0.22,0.0,0.04,0.58
0.45,0.12,0.0,0.02,0.58
0.54,0.0,0.0,0.04,0.58
0.28,0.22,0.0,0.07,0.58
0.48,0.02,0.0,0.08,0.58
0.38,0.12,0.0,0.07,0.58
0.1,0.41,0.01,0.06,0.58
0.52,0.02,0.0,0.04,0.58
0.32,0.22,0.0,0.04,0.58
0.34,0.17,0.02,0.05,0.58
0.55,0.02,0.0,0.0,0.58
0.0,0.53,0.0,0.04,0.58
0.53,0.02,0.0,0.03,0.58
0.28,0.22,0.0,0.07,0.58
0.08,0.37,0.0,0.12,0.57
0.28,0.0,0.27,0.02,0.57
0.24,0.16,0.13,0.04,0.57
0.29,0.23,0.0,0.06,0.57
0.49,0.04,0.0,0.04,0.57
0.53,0.0,0.0,0.04,0.57
0.32,0.24,0.0,0.02,0.57
0.28,0.22,0.0,0.07,0.57
0.41,0.15,0.0,0.01,0.57
0.23,0.28,0.0,0.06,0.57
0.0,0.0,0.57,0.0,0.57
0.37,0.15,0.0,0.05,0.57
0.27,0.24,0.0,0.06,0.57
0.0,0.0,0.54,0.04,0.57
0.41,0.15,0.0,0.01,0.57
0.24,0.24,0.01,0.09,0.57
0.53,0.0,0.0,0.04,0.57
0.11,0.08,0.35,0.04,0.57
0.22,0.02,0.0,0.33,0.57
0.21,0.23,0.0,0.13,0.57
0.25,0.27,0.0,0.06,0.57
0.44,0.11,0.0,0.02,0.57
0.3,0.17,0.04,0.05,0.57
0.01,0.45,0.0,0.11,0.57
0.52,0.01,0.0,0.04,0.57
0.47,0.02,0.0,0.08,0.57
0.38,0.15,0.0,0.04,0.57
0.51,0.02,0.0,0.04,0.57
0.36,0.12,0.03,0.07,0.57
0.0,0.0,0.57,0.0,0.57
0.48,0.08,0.0,0.0,0.57
0.52,0.01,0.0,0.04,0.57
0.1,0.12,0.29,0.07,0.57
0.27,0.25,0.0,0.05,0.57
0.43,0.12,0.0,0.02,0.57
0.11,0.08,0.35,0.03,0.57
0.32,0.2,0.0,0.05,0.57
0.5,0.03,0.0,0.04,0.57
0.28,0.22,0.0,0.07,0.57
0.47,0.02,0.0,0.08,0.57
0.42,0.11,0.02,0.02,0.57
0.0,0.0,0.57,0.0,0.57
0.45,0.1,0.0,0.02,0.57
0.19,0.25,0.04,0.09,0.57
0.0,0.0,0.57,0.0,0.57
0.29,0.22,0.0,0.06,0.57
0.39,0.16,0.0,0.02,0.57
0.19,0.15,0.17,0.05,0.57
0.31,0.21,0.0,0.04,0.57
0.28,0.22,0.0,0.07,0.57
0.28,0.19,0.0,0.09,0.57
0.4,0.12,0.0,0.05,0.57
0.19,0.31,0.0,0.06,0.57
0.09,0.4,0.0,0.07,0.57
0.21,0.22,0.05,0.09,0.57
0.24,0.28,0.0,0.05,0.56
0.11,0.08,0.34,0.04,0.56
0.44,0.11,0.0,0.02,0.56
0.23,0.18,0.09,0.06,0.56
0.26,0.04,0.24,0.03,0.56
0.4,0.15,0.0,0.01,0.56
0.4,0.15,0.0,0.01,0.56
0.28,0.22,0.0,0.07,0.56
0.4,0.15,0.0,0.01,0.56
0.28,0.22,0.0,0.07,0.56
0.31,0.11,0.13,0.01,0.56
0.4,0.14,0.0,0.02,0.56
0.28,0.22,0.0,0.07,0.56
0.31,0.21,0.0,0.04,0.56
0.28,0.21,0.0,0.07,0.56
0.41,0.08,0.0,0.07,0.56
0.4,0.15,0.0,0.01,0.56
0.28,0.21,0.0,0.07,0.56
0.27,0.05,0.22,0.03,0.56
0.28,0.21,0.0,0.07,0.56
0.31,0.21,0.0,0.04,0.56
0.32,0.19,0.0,0.05,0.56
0.28,0.21,0.0,0.07,0.56
0.39,0.15,0.0,0.02,0.56
0.28,0.22,0.0,0.06,0.56
0.27,0.21,0.0,0.07,0.56
0.4,0.15,0.0,0.01,0.56
0.43,0.11,0.0,0.02,0.56
0.31,0.21,0.0,0.04,0.56
0.41,0.11,0.0,0.04,0.56
0.49,0.02,0.0,0.04,0.56
0.43,0.11,0.0,0.02,0.56
0.39,0.09,0.07,0.01,0.56
0.09,0.02,0.45,0.0,0.56
0.27,0.21,0.0,0.07,0.56
0.26,0.14,0.12,0.04,0.56
0.15,0.12,0.26,0.04,0.56
0.44,0.08,0.0,0.04,0.56
0.13,0.09,0.27,0.06,0.56
0.34,0.15,0.01,0.05,0.56
0.15,0.35,0.0,0.07,0.56
0.0,0.0,0.56,0.0,0.56
0.27,0.21,0.0,0.07,0.56
0.27,0.23,0.0,0.06,0.56
0.27,0.21,0.0,0.07,0.56
0.4,0.15,0.0,0.01,0.56
0.4,0.15,0.0,0.01,0.56
0.39,0.15,0.0,0.02,0.56
0.32,0.18,0.0,0.05,0.56
0.17,0.24,0.0,0.14,0.56
0.27,0.21,0.0,0.07,0.56
0.0,0.0,0.56,0.0,0.56
0.49,0.02,0.0,0.04,0.56
0.52,0.02,0.0,0.02,0.56
0.0,0.0,0.56,0.0,0.56
0.28,0.23,0.0,0.04,0.56
0.48,0.04,0.0,0.04,0.56
0.18,0.09,0.22,0.06,0.56
0.27,0.23,0.0,0.06,0.56
0.24,0.26,0.0,0.06,0.56
0.27,0.21,0.0,0.07,0.56
0.37,0.02,0.14,0.03,0.56
0.5,0.02,0.0,0.03,0.56
0.51,0.0,0.0,0.04,0.56
0.27,0.21,0.0,0.07,0.56
0.18,0.36,0.0,0.02,0.56
0.42,0.12,0.0,0.01,0.56
0.39,0.08,0.02,0.06,0.56
0.37,0.14,0.0,0.05,0.56
0.27,0.18,0.06,0.04,0.55
0.15,0.2,0.14,0.07,0.55
0.31,0.21,0.0,0.04,0.55
0.41,0.11,0.0,0.04,0.55
0.35,0.16,0.0,0.05,0.55
0.27,0.21,0.0,0.07,0.55
0.34,0.01,0.15,0.06,0.55
0.35,0.13,0.0,0.08,0.55
0.42,0.11,0.0,0.02,0.55
0.0,0.0,0.55,0.0,0.55
0.22,0.28,0.0,0.05,0.55
0.24,0.22,0.0,0.09,0.55
0.4,0.13,0.0,0.02,0.55
0.0,0.0,0.52,0.04,0.55
0.0,0.0,0.55,0.0,0.55
0.3,0.17,0.0,0.07,0.55
0.52,0.03,0.0,0.01,0.55
0.31,0.21,0.0,0.04,0.55
0.52,0.0,0.0,0.04,0.55
0.31,0.21,0.0,0.04,0.55
0.0,0.0,0.55,0.0,0.55
0.0,0.0,0.55,0.0,0.55
0.21,0.16,0.12,0.05,0.55
0.27,0.21,0.0,0.07,0.55
0.29,0.15,0.04,0.07,0.55
0.32,0.16,0.03,0.05,0.55
0.47,0.04,0.0,0.04,0.55
0.18,0.27,0.0,0.1,0.55
0.33,0.22,0.0,0.0,0.55
0.17,0.33,0.0,0.05,0.55
0.0,0.0,0.55,0.0,0.55
0.5,0.01,0.0,0.05,0.55
0.51,0.0,0.0,0.04,0.55
0.51,0.0,0.0,0.04,0.55
0.34,0.18,0.0,0.02,0.55
0.22,0.08,0.24,0.01,0.55
0.31,0.21,0.0,0.04,0.55
0.2,0.25,0.02,0.09,0.55
0.31,0.21,0.0,0.04,0.55
0.0,0.0,0.51,0.04,0.55
0.0,0.0,0.55,0.0,0.55
0.4,0.13,0.0,0.02,0.55
0.0,0.0,0.55,0.0,0.55
0.18,0.21,0.07,0.08,0.55
0.39,0.15,0.0,0.01,0.55
0.0,0.0,0.55,0.0,0.55
0.3,0.19,0.0,0.05,0.55
0.31,0.0,0.21,0.03,0.55
0.49,0.02,0.0,0.04,0.55
0.39,0.15,0.0,0.01,0.55
0.11,0.05,0.36,0.02,0.55
0.29,0.2,0.02,0.04,0.55
0.39,0.14,0.0,0.02,0.55
0.45,0.02,0.0,0.07,0.55
0.22,0.24,0.03,0.05,0.55
0.51,0.0,0.0,0.04,0.55
0.27,0.21,0.0,0.07,0.55
0.3,0.21,0.0,0.04,0.55
0.4,0.12,0.0,0.02,0.55
0.26,0.08,0.13,0.07,0.55
0.12,0.32,0.0,0.1,0.54
0.36,0.0,0.0,0.19,0.54
0.0,0.06,0.0,0.48,0.54
0.49,0.02,0.0,0.04,0.54
0.46,0.03,0.01,0.05,0.54
0.4,0.12,0.0,0.02,0.54
0.16,0.35,0.0,0.04,0.54
0.0,0.0,0.54,0.0,0.54
0.0,0.0,0.54,0.0,0.54
0.4,0.03,0.08,0.04,0.54
0.29,0.17,0.04,0.05,0.54
0.07,0.4,0.0,0.07,0.54
0.42,0.11,0.0,0.02,0.54
0.11,0.27,0.02,0.14,0.54
0.27,0.21,0.0,0.07,0.54
0.4,0.08,0.03,0.04,0.54
0.08,0.33,0.01,0.11,0.54
0.25,0.2,0.0,0.08,0.54
0.14,0.11,0.25,0.04,0.54
0.39,0.14,0.0,0.01,0.54
0.15,0.3,0.0,0.09,0.54
0.0,0.14,0.38,0.02,0.54
0.0,0.0,0.54,0.0,0.54
0.29,0.21,0.0,0.05,0.54
0.13,0.24,0.1,0.07,0.54
0.25,0.23,0.0,0.06,0.54
0.26,0.21,0.0,0.07,0.54
0.42,0.09,0.0,0.04,0.54
0.43,0.1,0.0,0.02,0.54
0.5,0.03,0.0,0.01,0.54
0.43,0.1,0.0,0.01,0.54
0.11,0.39,0.0,0.03,0.54
0.0,0.0,0.54,0.0,0.54
0.39,0.1,0.01,0.04,0.54
0.21,0.13,0.13,0.06,0.54
0.09,0.06,0.35,0.04,0.54
0.29,0.08,0.16,0.01,0.54
0.0,0.0,0.54,0.0,0.54
0.24,0.23,0.0,0.06,0.54
0.0,0.0,0.5,0.04,0.54
0.4,0.1,0.0,0.04,0.54
0.12,0.16,0.18,0.09,0.54
0.28,0.21,0.0,0.05,0.54
0.51,0.0,0.0,0.03,0.54
0.33,0.03,0.15,0.03,0.54
0.13,0.29,0.01,0.11,0.54
0.22,0.23,0.0,0.09,0.54
0.39,0.14,0.0,0.01,0.54
0.32,0.17,0.0,0.05,0.54
0.42,0.11,0.0,0.01,0.54
0.35,0.14,0.0,0.05,0.54
0.46,0.06,0.0,0.02,0.54
0.42,0.08,0.0,0.04,0.54
0.39,0.01,0.1,0.04,0.54
0.0,0.0,0.54,0.0,0.54
0.26,0.21,0.0,0.07,0.54
0.0,0.05,0.48,0.0,0.54
0.45,0.02,0.0,0.07,0.54
0.3,0.2,0.0,0.04,0.54
0.14,0.32,0.0,0.08,0.54
0.32,0.17,0.0,0.04,0.54
0.5,0.03,0.0,0.01,0.54
0.04,0.01,0.48,0.0,0.54
0.26,0.2,0.0,0.07,0.54
0.26,0.2,0.0,0.07,0.54
0.22,0.05,0.24,0.03,0.54
0.41,0.11,0.0,0.01,0.54
0.26,0.2,0.0,0.07,0.54
0.13,0.37,0.0,0.04,0.54
0.0,0.0,0.53,0.0,0.53
0.21,0.27,0.0,0.05,0.53
0.26,0.2,0.0,0.07,0.53
0.07,0.05,0.38,0.03,0.53
0.45,0.02,0.0,0.07,0.53
0.49,0.0,0.0,0.04,0.53
0.26,0.2,0.0,0.07,0.53
0.25,0.07,0.17,0.05,0.53
0.15,0.07,0.27,0.05,0.53
0.26,0.2,0.0,0.07,0.53
0.38,0.14,0.0,0.01,0.53
0.44,0.02,0.0,0.07,0.53
0.3,0.2,0.0,0.03,0.53
0.26,0.2,0.0,0.07,0.53
0.4,0.11,0.0,0.02,0.53
0.18,0.0,0.33,0.02,0.53
0.26,0.21,0.0,0.06,0.53
0.26,0.2,0.0,0.07,0.53
0.3,0.2,0.0,0.03,0.53
0.26,0.2,0.0,0.07,0.53
0.4,0.11,0.0,0.02,0.53
0.3,0.2,0.0,0.03,0.53
0.28,0.19,0.02,0.04,0.53
0.39,0.1,0.0,0.04,0.53
0.0,0.0,0.53,0.0,0.53
0.0,0.0,0.53,0.0,0.53
0.0,0.0,0.53,0.0,0.53
0.34,0.17,0.0,0.02,0.53
0.09,0.32,0.0,0.12,0.53
0.23,0.14,0.12,0.04,0.53
0.32,0.19,0.0,0.01,0.53
0.12,0.26,0.02,0.14,0.53
0.32,0.19,0.0,0.02,0.53
0.16,0.28,0.0,0.09,0.53
0.26,0.2,0.0,0.07,0.53
0.31,0.19,0.0,0.03,0.53
0.26,0.2,0.0,0.07,0.53
0.2,0.27,0.02,0.05,0.53
0.43,0.09,0.0,0.01,0.53
0.48,0.0,0.0,0.04,0.53
0.35,0.1,0.0,0.08,0.53
0.41,0.11,0.0,0.01,0.53
0.27,0.21,0.0,0.05,0.53
0.5,0.0,0.0,0.03,0.53
0.0,0.0,0.49,0.03,0.53
0.23,0.2,0.01,0.08,0.53
0.32,0.15,0.0,0.05,0.53
0.28,0.2,0.0,0.05,0.53
0.17,0.26,0.0,0.1,0.53
0.48,0.0,0.0,0.04,0.53
0.08,0.29,0.0,0.16,0.53
0.26,0.2,0.0,0.07,0.53
0.41,0.11,0.0,0.01,0.53
0.26,0.2,0.0,0.07,0.53
0.44,0.02,0.0,0.07,0.53
0.2,0.2,0.0,0.13,0.53
0.0,0.0,0.53,0.0,0.53
0.48,0.01,0.0,0.04,0.53
0.28,0.17,0.0,0.08,0.53
0.3,0.03,0.16,0.03,0.53
0.35,0.13,0.0,0.05,0.53
0.22,0.16,0.04,0.1,0.53
0.49,0.03,0.0,0.0,0.53
0.49,0.03,0.0,0.0,0.53
0.0,0.0,0.49,0.03,0.53
0.26,0.2,0.0,0.07,0.53
0.24,0.09,0.19,0.01,0.52
0.0,0.0,0.52,0.0,0.52
0.47,0.01,0.0,0.04,0.52
0.29,0.2,0.0,0.03,0.52
0.46,0.01,0.02,0.04,0.52
0.0,0.0,0.52,0.0,0.52
0.37,0.11,0.0,0.04,0.52
0.09,0.37,0.0,0.07,0.52
0.45,0.04,0.0,0.04,0.52
0.46,0.02,0.0,0.05,0.52
0.13,0.0,0.0,0.39,0.52
0.29,0.2,0.0,0.03,0.52
0.47,0.0,0.0,0.04,0.52
0.29,0.2,0.0,0.03,0.52
0.44,0.04,0.0,0.04,0.52
0.18,0.14,0.16,0.05,0.52
0.26,0.2,0.0,0.07,0.52
0.39,0.11,0.0,0.02,0.52
0.18,0.08,0.22,0.04,0.52
0.46,0.0,0.02,0.04,0.52
0.35,0.12,0.0,0.06,0.52
0.29,0.2,0.0,0.03,0.52
0.28,0.07,0.16,0.01,0.52
0.29,0.2,0.0,0.03,0.52
0.15,0.07,0.28,0.02,0.52
0.12,0.08,0.28,0.03,0.52
0.17,0.29,0.0,0.06,0.52
0.23,0.24,0.0,0.05,0.52
0.26,0.15,0.01,0.1,0.52
0.09,0.32,0.0,0.11,0.52
0.46,0.02,0.0,0.03,0.52
0.21,0.21,0.0,0.09,0.52
0.17,0.13,0.18,0.04,0.52
0.0,0.0,0.52,0.0,0.52
0.25,0.19,0.02,0.06,0.52
0.44,0.04,0.0,0.04,0.52
0.25,0.2,0.0,0.07,0.52
0.38,0.12,0.0,0.02,0.52
0.37,0.14,0.0,0.01,0.52
0.36,0.04,0.08,0.04,0.52
0.47,0.0,0.01,0.04,0.52
0.25,0.2,0.0,0.07,0.52
0.1,0.07,0.31,0.03,0.52
0.0,0.0,0.52,0.0,0.52
0.25,0.2,0.0,0.07,0.52
0.37,0.14,0.0,0.01,0.52
0.37,0.14,0.0,0.01,0.52
0.48,0.0,0.0,0.04,0.52
0.17,0.11,0.2,0.03,0.52
0.46,0.05,0.0,0.0,0.52
0.35,0.12,0.0,0.05,0.52
0.38,0.11,0.0,0.02,0.52
0.29,0.19,0.0,0.03,0.52
0.25,0.2,0.0,0.07,0.52
0.46,0.02,0.0,0.04,0.51
0.13,0.1,0.25,0.03,0.51
0.0,0.46,0.0,0.06,0.51
0.29,0.17,0.01,0.04,0.51
0.48,0.03,0.0,0.01,0.51
0.25,0.2,0.0,0.07,0.51
0.34,0.13,0.0,0.04,0.51
0.13,0.07,0.27,0.05,0.51
0.17,0.25,0.0,0.09,0.51
0.08,0.05,0.35,0.03,0.51
0.35,0.12,0.0,0.04,0.51
0.25,0.2,0.0,0.07,0.51
0.18,0.29,0.0,0.04,0.51
0.29,0.18,0.0,0.04,0.51
0.12,0.2,0.07,0.12,0.51
0.26,0.21,0.0,0.05,0.51
0.17,0.23,0.02,0.09,0.51
0.12,0.27,0.06,0.05,0.51
0.25,0.21,0.0,0.05,0.51
0.0,0.0,0.51,0.0,0.51
0.4,0.1,0.0,0.01,0.51
0.0,0.0,0.51,0.0,0.51
0.25,0.2,0.0,0.07,0.51
0.28,0.19,0.0,0.03,0.51
0.47,0.0,0.0,0.04,0.51
0.46,0.01,0.0,0.04,0.51
0.28,0.03,0.17,0.03,0.51
0.18,0.01,0.3,0.02,0.51
0.37,0.14,0.0,0.01,0.51
0.36,0.09,0.02,0.04,0.51
0.41,0.09,0.0,0.01,0.51
0.0,0.0,0.51,0.0,0.51
0.01,0.26,0.22,0.02,0.51
0.47,0.0,0.0,0.04,0.51
0.33,0.13,0.0,0.05,0.51
0.24,0.19,0.0,0.08,0.51
0.45,0.02,0.0,0.04,0.51
0.19,0.23,0.0,0.09,0.51
0.44,0.04,0.0,0.02,0.51
0.0,0.0,0.48,0.03,0.51
0.37,0.14,0.0,0.01,0.51
0.44,0.03,0.0,0.04,0.51
0.15,0.12,0.2,0.04,0.51
0.18,0.22,0.02,0.09,0.51
0.32,0.04,0.11,0.04,0.51
0.08,0.28,0.0,0.15,0.51
0.3,0.16,0.0,0.05,0.51
0.17,0.02,0.3,0.02,0.51
0.36,0.03,0.07,0.04,0.51
0.42,0.02,0.0,0.07,0.51
0.18,0.21,0.0,0.12,0.51
0.27,0.19,0.01,0.04,0.51
0.47,0.01,0.0,0.03,0.51
0.37,0.11,0.0,0.02,0.51
0.25,0.19,0.0,0.06,0.51
0.0,0.0,0.51,0.0,0.51
0.42,0.05,0.0,0.04,0.51
0.18,0.24,0.0,0.08,0.51
0.0,0.42,0.0,0.09,0.51
0.36,0.13,0.0,0.01,0.51
0.26,0.19,0.0,0.06,0.51
0.46,0.01,0.0,0.04,0.51
0.37,0.11,0.0,0.02,0.51
0.25,0.19,0.0,0.06,0.51
0.47,0.03,0.0,0.01,0.51
0.22,0.17,0.05,0.06,0.51
0.29,0.17,0.0,0.05,0.51
0.14,0.25,0.02,0.09,0.51
0.25,0.19,0.0,0.06,0.51
0.12,0.33,0.0,0.06,0.51
0.28,0.19,0.0,0.03,0.51
0.36,0.13,0.0,0.01,0.5
0.1,0.35,0.0,0.06,0.5
0.45,0.01,0.0,0.04,0.5
0.42,0.02,0.0,0.07,0.5
0.25,0.19,0.0,0.06,0.5
0.23,0.21,0.01,0.05,0.5
0.47,0.03,0.0,0.01,0.5
0.27,0.15,0.04,0.04,0.5
0.1,0.34,0.0,0.07,0.5
0.31,0.12,0.0,0.07,0.5
0.42,0.06,0.0,0.02,0.5
0.22,0.12,0.11,0.05,0.5
0.0,0.0,0.5,0.0,0.5
0.14,0.02,0.32,0.02,0.5
0.39,0.1,0.0,0.01,0.5
0.28,0.19,0.0,0.03,0.5
0.25,0.19,0.0,0.06,0.5
0.25,0.19,0.0,0.06,0.5
0.25,0.19,0.0,0.06,0.5
0.47,0.03,0.0,0.01,0.5
0.25,0.19,0.0,0.06,0.5
0.25,0.19,0.0,0.06,0.5
0.27,0.19,0.0,0.04,0.5
0.2,0.26,0.0,0.04,0.5
0.34,0.12,0.0,0.04,0.5
0.43,0.03,0.0,0.04,0.5
0.22,0.07,0.18,0.02,0.5
0.27,0.11,0.07,0.05,0.5
0.46,0.0,0.0,0.04,0.5
0.4,0.09,0.0,0.01,0.5
0.46,0.01,0.0,0.04,0.5
0.24,0.19,0.0,0.06,0.5
0.13,0.05,0.31,0.01,0.5
0.27,0.04,0.17,0.02,0.5
0.0,0.0,0.5,0.0,0.5
0.27,0.18,0.0,0.05,0.5
0.45,0.01,0.0,0.04,0.5
0.41,0.02,0.03,0.04,0.5
0.28,0.19,0.0,0.03,0.5
0.3,0.1,0.08,0.02,0.5
0.11,0.07,0.29,0.03,0.5
0.11,0.25,0.01,0.13,0.5
0.24,0.19,0.0,0.06,0.5
0.2,0.22,0.0,0.08,0.5
0.24,0.19,0.0,0.06,0.5
0.29,0.16,0.0,0.04,0.5
0.41,0.02,0.0,0.07,0.5
0.47,0.0,0.0,0.03,0.5
0.22,0.24,0.0,0.04,0.5
0.46,0.0,0.0,0.04,0.5
0.11,0.08,0.28,0.03,0.5
0.28,0.17,0.0,0.05,0.5
0.29,0.16,0.0,0.05,0.5
0.38,0.1,0.0,0.01,0.5
0.24,0.19,0.0,0.06,0.5
0.0,0.0,0.5,0.0,0.5
0.09,0.07,0.32,0.03,0.5
0.24,0.19,0.0,0.06,0.5
0.36,0.13,0.0,0.01,0.5
0.0,0.0,0.5,0.0,0.5
0.0,0.0,0.46,0.03,0.5
0.41,0.02,0.0,0.07,0.5
0.41,0.01,0.0,0.07,0.5
0.21,0.2,0.0,0.08,0.5
0.24,0.19,0.0,0.06,0.5
0.25,0.2,0.01,0.04,0.5
0.46,0.03,0.0,0.01,0.5
0.24,0.19,0.0,0.06,0.5
0.46,0.03,0.0,0.01,0.5
0.46,0.03,0.0,0.01,0.5
0.19,0.15,0.12,0.03,0.5
0.46,0.0,0.0,0.04,0.49
0.3,0.12,0.03,0.04,0.49
0.16,0.17,0.13,0.03,0.49
0.26,0.15,0.05,0.04,0.49
0.44,0.02,0.0,0.04,0.49
0.35,0.13,0.0,0.01,0.49
0.21,0.2,0.0,0.08,0.49
0.46,0.03,0.0,0.01,0.49
0.0,0.0,0.49,0.0,0.49
0.09,0.29,0.0,0.11,0.49
0.41,0.01,0.0,0.07,0.49
0.2,0.23,0.01,0.05,0.49
0.31,0.13,0.02,0.04,0.49
0.38,0.1,0.0,0.01,0.49
0.24,0.15,0.07,0.03,0.49
0.35,0.13,0.0,0.01,0.49
0.34,0.13,0.0,0.02,0.49
0.45,0.0,0.0,0.03,0.49
0.45,0.0,0.0,0.04,0.49
0.35,0.13,0.0,0.01,0.49
0.12,0.1,0.24,0.03,0.49
0.12,0.31,0.0,0.06,0.49
0.0,0.0,0.49,0.0,0.49
0.0,0.0,0.49,0.0,0.49
0.37,0.11,0.0,0.02,0.49
0.24,0.2,0.0,0.05,0.49
0.18,0.12,0.16,0.03,0.49
0.16,0.3,0.0,0.03,0.49
0.24,0.18,0.03,0.05,0.49
0.42,0.02,0.02,0.03,0.49
0.2,0.23,0.0,0.07,0.49
0.28,0.17,0.0,0.04,0.49
0.0,0.0,0.49,0.0,0.49
0.07,0.26,0.09,0.07,0.49
0.24,0.19,0.0,0.06,0.49
0.0,0.15,0.0,0.33,0.49
0.24,0.19,0.0,0.06,0.49
0.36,0.04,0.04,0.04,0.49
0.28,0.17,0.0,0.04,0.49
0.0,0.0,0.49,0.0,0.49
0.14,0.3,0.0,0.05,0.49
0.0,0.0,0.46,0.03,0.49
0.25,0.01,0.0,0.22,0.49
0.0,0.47,0.0,0.02,0.49
0.0,0.45,0.0,0.03,0.49
0.36,0.09,0.02,0.01,0.49
0.24,0.19,0.0,0.06,0.49
0.07,0.31,0.02,0.08,0.49
0.36,0.11,0.0,0.02,0.49
0.45,0.0,0.0,0.03,0.49
0.27,0.18,0.0,0.03,0.49
0.08,0.35,0.0,0.06,0.49
0.27,0.16,0.02,0.04,0.49
0.0,0.0,0.49,0.0,0.49
0.31,0.1,0.05,0.03,0.49
0.07,0.05,0.35,0.02,0.49
0.0,0.0,0.49,0.0,0.49
0.42,0.02,0.0,0.04,0.49
0.01,0.45,0.0,0.03,0.49
0.12,0.23,0.07,0.07,0.49
0.38,0.06,0.0,0.04,0.49
0.44,0.01,0.0,0.04,0.49
0.19,0.21,0.01,0.08,0.49
0.12,0.25,0.0,0.11,0.48
0.43,0.02,0.0,0.04,0.48
0.33,0.11,0.01,0.04,0.48
0.0,0.48,0.0,0.0,0.48
0.4,0.02,0.0,0.07,0.48
0.16,0.18,0.05,0.09,0.48
0.16,0.01,0.29,0.02,0.48
0.35,0.13,0.0,0.01,0.48
0.15,0.27,0.0,0.06,0.48
0.42,0.03,0.0,0.04,0.48
0.15,0.14,0.17,0.03,0.48
0.35,0.13,0.0,0.01,0.48
0.0,0.0,0.45,0.03,0.48
0.36,0.11,0.0,0.02,0.48
0.23,0.19,0.01,0.05,0.48
0.45,0.03,0.0,0.01,0.48
0.0,0.0,0.48,0.0,0.48
0.27,0.17,0.0,0.05,0.48
0.22,0.2,0.01,0.05,0.48
0.2,0.24,0.0,0.05,0.48
0.24,0.18,0.0,0.06,0.48
0.4,0.02,0.0,0.07,0.48
0.27,0.18,0.0,0.03,0.48
0.42,0.03,0.0,0.04,0.48
0.44,0.0,0.0,0.04,0.48
0.27,0.18,0.0,0.03,0.48
0.08,0.36,0.0,0.04,0.48
0.24,0.15,0.0,0.1,0.48
0.25,0.07,0.13,0.03,0.48
0.22,0.21,0.0,0.05,0.48
0.09,0.24,0.03,0.12,0.48
0.24,0.18,0.0,0.06,0.48
0.44,0.01,0.0,0.03,0.48
0.44,0.04,0.0,0.0,0.48
0.25,0.06,0.11,0.06,0.48
0.4,0.02,0.0,0.07,0.48
0.24,0.18,0.0,0.06,0.48
0.18,0.26,0.0,0.04,0.48
0.41,0.07,0.0,0.0,0.48
0.27,0.18,0.0,0.03,0.48
0.26,0.11,0.06,0.05,0.48
0.0,0.43,0.0,0.05,0.48
0.23,0.18,0.0,0.06,0.48
0.18,0.24,0.0,0.05,0.48
0.25,0.18,0.0,0.04,0.48
0.16,0.25,0.01,0.05,0.48
0.45,0.0,0.0,0.03,0.48
0.38,0.01,0.07,0.02,0.48
0.27,0.18,0.0,0.03,0.48
0.42,0.02,0.0,0.04,0.48
0.34,0.13,0.0,0.01,0.48
0.14,0.01,0.31,0.02,0.48
0.14,0.28,0.0,0.06,0.48
0.12,0.06,0.27,0.02,0.48
0.25,0.19,0.01,0.04,0.48
0.35,0.11,0.0,0.02,0.48
0.19,0.27,0.01,0.0,0.48
0.19,0.05,0.0,0.24,0.48
0.45,0.03,0.0,0.0,0.48
0.06,0.4,0.0,0.01,0.48
0.37,0.03,0.04,0.04,0.48
0.23,0.18,0.0,0.06,0.48
0.35,0.09,0.0,0.04,0.48
0.15,0.27,0.0,0.06,0.48
0.0,0.48,0.0,0.0,0.48
0.14,0.11,0.19,0.04,0.47
0.45,0.02,0.0,0.01,0.47
0.24,0.16,0.04,0.03,0.47
0.45,0.02,0.0,0.0,0.47
0.16,0.11,0.18,0.03,0.47
0.44,0.03,0.0,0.0,0.47
0.23,0.16,0.01,0.07,0.47
0.25,0.17,0.01,0.05,0.47
0.23,0.18,0.0,0.06,0.47
0.31,0.1,0.03,0.03,0.47
0.39,0.02,0.0,0.06,0.47
0.19,0.23,0.0,0.05,0.47
0.43,0.01,0.0,0.04,0.47
0.33,0.1,0.0,0.04,0.47
0.0,0.0,0.47,0.0,0.47
0.26,0.18,0.0,0.03,0.47
0.37,0.04,0.03,0.04,0.47
0.15,0.16,0.09,0.08,0.47
